section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
local,2019-06-10,20190610,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob and Maddy Arrowood, The Charlotte Observer","Tax rate is down, but bills will go up for many under $2.6 billion Charlotte budget",175479,447,11,0,1,0,0,0,0,2019
carolina_panthers,2019-06-10,20190610,"Charlotte Observer, The: Web Edition Articles (NC)","Jourdan Rodrigue, The Charlotte Observer","Panthers’ year of work, and 8 phone calls, make a difference for Charlotte non-profits",175480,686,21,0,4,0,0,0,0,2019
c5_around_town,2019-06-10,20190610,"Charlotte Observer, The: Web Edition Articles (NC)","Melissa Oyler, The Charlotte Observer","Here’s a chance to revisit iconic music venues: Double Door, Excelsior and Tremont",175481,1063,39,0,5,0,0,0,0,2019
c5_around_town,2019-06-10,20190610,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer","Ah, carbs. There is an International Bread Symposium, and it’s headed here.",175482,310,12,0,1,0,0,0,0,2019
c5_things_to_do,2019-06-10,20190610,"Charlotte Observer, The: Web Edition Articles (NC)","Vanessa Infanzon, The Charlotte Observer",Is Charlotte ready for inside jokes—or are designer dogs and bonus rooms off limits?,175483,660,40,0,5,0,0,0,0,2019
business,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",Hornets president earns top honor from Charlotte’s largest business group,175484,349,6,0,4,0,0,0,0,2019
news,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Bobcat stolen from nature center in Tennessee may have been turned loose, center says",175485,407,12,0,4,0,0,0,0,2019
high_school,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Providence Day star named NC Gatorade girls soccer player of the year,175486,236,8,0,1,0,0,0,0,2019
north_carolina,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer","Pregnant woman killed — but her baby survives shooting, Asheville police say",175487,171,6,0,4,0,0,0,0,2019
music_news_reviews,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer","Concert review: Was that really the best Twenty One Pilots could do? (TBH, probably.)",175488,1104,55,0,5,0,0,0,0,2019
letters_to_the_editor,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","By, The Charlotte Observer",So why isn’t Ballantyne protesting growth this go-round?,175489,685,19,0,7,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Shark mystery solved: New map shows exactly where sharks lurk off NC beaches,175490,359,17,0,5,0,0,0,0,2019
restaurants,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Daniel Hartis, The Charlotte Observer",Coming soon to NoDa: The Chamber by Wooden Robot Brewery. Here’s what to expect.,175491,795,33,0,3,0,0,0,0,2019
carolina_panthers,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Brendan Marks, The Charlotte Observer",‘Come back ready to roll’: Final thoughts as Carolina Panthers wrap spring minicamp,175493,589,29,0,6,0,0,0,0,2019
opn_columns_blogs,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Desiree Zapata Miller, The Charlotte Observer",An unthinkable veto of an abortion bill,175494,553,25,0,8,0,0,0,0,2019
community,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Brooklynn Cooper, The Charlotte Observer",Loving thy neighbor: What drove Dale Mullennix through 25 years of helping the homeless,175495,1119,59,0,12,0,0,0,0,2019
high_school,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle and Langston Wertz Jr., The Charlotte Observer",Prep Notes: 2 Observer-area schools win NCHSAA Wells Fargo Cup awards,175496,1035,108,0,11,0,0,0,0,2019
charlotte_hornets,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Why this 7-6 shot blocker might not be a 1st-round fit for Charlotte Hornets,175497,644,32,0,3,0,0,0,0,2019
development,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",The city may try to save Excelsior Club after other plans faltered or were rejected,175498,1324,47,0,11,0,0,0,0,2019
business,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",The Panthers may look to Pittsburgh for ideas on how to approach uptown development,175499,894,22,0,10,0,0,0,0,2019
crime,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Jane Wester, The Charlotte Observer","Mecklenburg man arrested as a teen thought he’d be in prison for life. Now, maybe not.",175500,369,8,0,4,0,0,0,0,2019
development,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",Free Range Brewing to open its second location in major redevelopment,175501,264,7,0,1,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Small-town cops take ribbing over photos of pig detained in back of NC patrol car,175502,323,11,0,4,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Deranged raccoon was attacked and killed by two pet dogs in Charlotte area,175503,277,5,0,11,0,0,0,0,2019
election,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",Is global trade ‘outsourcing’ solar jobs? McCready company’s investments draw GOP fire,175504,886,42,0,16,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Charlotte police officer charged with assault at a pool — the 4th cop charged in a month,175505,341,8,0,22,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Teen sentenced in 2017 murder of college baseball player in online sales scheme,175506,295,8,0,3,0,0,0,0,2019
local,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Bruce Henderson, The Charlotte Observer",Church elders said teen suicide victim would go to hell. A new grave brought peace.,175507,1853,91,0,18,0,0,0,0,2019
c5_around_town,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer",What’s SUP? Places to try stand-up paddle boarding,175508,739,43,0,2,0,0,0,0,2019
c5_around_town,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer",Summer is for lobster: here are 10 spots to get your fix.,175509,605,34,0,2,0,0,0,0,2019
c5_around_town,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Courtney Devores, The Charlotte Observer",Your 5-minute guide to the best things to do in Charlotte; June 14 to 20,175510,844,51,0,11,1,0,0,0,2019
c5_worklife,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","Brewery, tea bar, coworking coming to Camp North End",175511,272,7,0,1,0,0,0,0,2019
c5_worklife,2019-06-13,20190613,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","After other plans failed, the city may try to save Excelsior Club",175512,1363,46,0,12,0,0,0,0,2019
c5_around_town,2019-06-16,20190616,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer",How to spend the perfect day in University City,175513,665,29,0,2,0,0,0,0,2019
c5_around_town,2019-06-16,20190616,"Charlotte Observer, The: Web Edition Articles (NC)","Matt Brantley, The Charlotte Observer",Opinion: Fix erosion and sedimentation issues in Charlotte rivers,175514,557,17,0,9,0,0,0,0,2019
op_ed,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Richard Burr, The Charlotte Observer",Richard Burr: Cherokee Indians are bullying other NC tribes,175515,672,24,0,9,0,0,0,0,2019
letters_to_the_editor,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","By, The Charlotte Observer",Honoring the memory of slaves who toiled on our family’s Mecklenburg County land,175516,677,23,0,15,0,0,0,0,2019
election,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer","With Republicans ‘focused on the RNC,’ Charlotte mayor may sidestep competition",175517,831,40,0,7,0,0,0,0,2019
business,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Eva Ellenburg, The Charlotte Observer",Improvements to freight rail could make shipping easier for Charlotte businesses,175518,483,12,0,7,0,0,0,0,2019
local,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Poisonous slime is ‘superpower’ of tiny animal found in Smoky Mountains, experts say",175519,310,12,0,2,0,0,0,0,2019
charlotte_hornets,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","Charlotte Hornets face an NBA draft appetizer, then the main course 10 days later",175520,717,26,0,1,0,0,0,0,2019
carolina_panthers,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Brendan Marks, The Charlotte Observer",Panthers training camp schedule is set. Make your plans for Spartanburg.,175521,667,50,0,4,0,0,0,0,2019
carolina_panthers,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Brendan Marks, The Charlotte Observer","Inside Greg Little’s trial by fire with Panthers, and his teacher who lived the same",175522,826,33,0,7,0,0,0,0,2019
local,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Trees save driver’s life as he dangles 125 feet over a flooded NC mountain creek,175523,416,14,0,0,0,0,0,0,2019
charlotte_hornets,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",How Michael Kidd-Gilchrist’s free-agent decision impacts Hornets’ salary cap,175524,324,10,0,4,0,0,0,0,2019
north_carolina,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer",More than a dozen Confederate statues vandalized around the country so far in 2019,175525,423,19,0,15,0,0,0,0,2019
whats_in_store,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Katherine Peralta, The Charlotte Observer",Charlotte light rail stop will soon get its first restaurant: A popular Latin grill,175526,305,13,0,2,0,0,0,0,2019
editorials,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","the Charlotte Observer editorial board, The Charlotte Observer","At Wells Fargo, a tone-deaf response to shattered lives",175527,543,14,0,6,0,0,0,0,2019
preps_blog,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Jay Edwards and Langston Wertz Jr., The Charlotte Observer","All-Observer boys golf: Rock Hill High golfer, Myers Park coach honored",175528,571,10,0,8,0,0,0,0,2019
development,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Marco Quiroz-Gutierrez, The Charlotte Observer","Charlotte home sales rise again after 11-month decline, but supply struggles to keep up",175529,226,8,0,2,0,0,0,0,2019
charlotte_hornets,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",First 3 picks clear; after that shallow NBA draft could take some hair-pin turns,175530,706,53,0,5,0,0,0,0,2019
local,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Snake had cozy life on a mailbox. But then it spooked postal carrier, NC rescuers say",175532,378,13,0,2,0,0,0,0,2019
charlotte_hornets,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Trade up? Trade for a veteran? Just take a rookie? The Hornets’ draft paths,175533,723,27,0,8,0,0,0,0,2019
celebrities,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Ex-boyfriend of ‘Real Housewives’ star punched Charlotte driver in face, lawsuit says",175534,537,13,0,6,0,0,0,0,2019
panther_tracks,2019-06-19,20190619,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",New Panthers DL Gerald McCoy: I was disrespected by Tampa; can’t wait to play them,175535,438,28,0,3,0,0,0,0,2019
